Date,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,odometer_km,registration_month
05-04-2016,1480,control,limousine,2000,manuell,101,150000,3
10-04-2016,7999,test,limousine,2006,manuell,140,125000,11
06-04-2016,10755,test,kombi,2012,automatik,140,150000,9
24-04-2016,3300,control,limousine,1999,automatik,306,150000,5
12-04-2016,9900,test,limousine,2006,automatik,258,150000,12
17-03-2016,790,control,kombi,1999,manuell,125,150000,10
23-03-2016,13999,test,bus,2002,manuell,151,150000,12
28-03-2016,6200,test,limousine,2005,manuell,116,150000,3
26-03-2016,1800,control,kombi,2004,manuell,136,150000,10
09-04-2016,5300,control,bus,2007,automatik,95,125000,5
26-04-2016,45900,control,cabrio,2013,automatik,360,40000,3
15-04-2016,2250,test,limousine,1996,automatik,122,80000,10
01-04-2016,600,test,kleinwagen,2000,manuell,50,100000,10
29-04-2016,2250,test,limousine,2004,manuell,98,125000,10
11-03-2016,4950,test,bus,2008,manuell,103,125000,10
08-04-2016,1999,test,kombi,2000,automatik,200,150000,5
19-04-2016,800,test,kleinwagen,1999,manuell,60,70000,5
30-03-2016,5300,test,kleinwagen,2011,automatik,71,50000,3
18-03-2016,850,control,limousine,1998,manuell,109,150000,12
25-03-2016,4499,control,cabrio,2002,manuell,197,150000,9
05-04-2016,11350,control,limousine,2012,manuell,125,60000,7
25-03-2016,1550,test,kombi,2002,manuell,101,150000,7
05-04-2016,2300,control,coupe,2000,automatik,147,150000,4
19-04-2016,2700,control,bus,2002,manuell,109,150000,1
11-03-2016,3600,control,limousine,2003,manuell,101,150000,2
16-03-2016,11999,test,Unknown,2012,manuell,114,125000,4
20-03-2016,9490,test,limousine,2009,manuell,136,50000,11
02-04-2016,12950,control,bus,2011,manuell,140,150000,3
20-04-2016,5850,test,coupe,2001,manuell,170,150000,6
05-03-2016,27280,control,cabrio,2009,automatik,239,90000,7
01-03-2016,3300,control,limousine,1984,automatik,72,150000,5
15-04-2016,1800,test,limousine,2001,automatik,101,150000,6
26-03-2016,1599,test,limousine,1997,manuell,120,150000,9
03-03-2016,2499,test,coupe,2003,manuell,125,80000,8
01-03-2016,9500,control,bus,2000,manuell,151,150000,10
04-04-2016,1699,control,kleinwagen,2001,manuell,75,125000,4
18-03-2016,7800,control,kleinwagen,2002,manuell,250,150000,3
22-03-2016,2500,test,limousine,2000,manuell,90,125000,9
28-04-2016,3200,test,cabrio,2003,manuell,103,150000,6
25-03-2016,1200,control,kleinwagen,2005,automatik,61,125000,10
18-04-2016,1380,test,limousine,1998,manuell,101,150000,2
24-04-2016,6250,test,kleinwagen,2012,automatik,71,40000,12
26-03-2016,3499,control,limousine,2002,manuell,116,150000,6
26-03-2016,8950,test,bus,2010,manuell,140,50000,9
06-04-2016,2300,control,kleinwagen,2004,manuell,75,150000,3
29-04-2016,700,test,kombi,1999,manuell,116,150000,6
06-04-2016,10990,control,limousine,2011,manuell,122,70000,9
04-04-2016,35000,test,coupe,1968,automatik,216,100000,7
20-04-2016,1500,test,bus,2002,manuell,101,150000,7
03-04-2016,18250,test,limousine,2006,automatik,235,90000,8
02-04-2016,500,control,kleinwagen,1998,manuell,50,150000,2
30-04-2016,10500,test,limousine,2011,automatik,122,150000,2
07-03-2016,24599,control,limousine,2013,automatik,220,40000,11
08-04-2016,700,test,kleinwagen,2002,manuell,58,150000,1
06-04-2016,1999,test,kleinwagen,2001,manuell,75,150000,3
24-04-2016,7200,test,kombi,2009,manuell,86,40000,2
18-03-2016,699,test,Unknown,2016,manuell,60,150000,6
02-03-2016,899,test,kleinwagen,2002,manuell,75,150000,3
26-04-2016,27000,control,kombi,2015,manuell,185,20000,6
16-03-2016,94991,control,coupe,2012,automatik,400,20000,8
19-03-2016,6299,control,limousine,2007,automatik,130,150000,10
10-04-2016,5999,test,kleinwagen,2008,manuell,80,80000,10
19-04-2016,500,test,kombi,1999,manuell,90,150000,7
19-03-2016,6500,test,limousine,1992,manuell,188,125000,1
28-03-2016,2550,test,kleinwagen,2009,manuell,60,150000,2
03-03-2016,5950,control,limousine,2006,automatik,163,150000,10
15-04-2016,900,test,kleinwagen,1998,manuell,54,150000,6
05-04-2016,1100,test,Unknown,2016,automatik,170,5000,9
21-03-2016,3000,control,limousine,2004,manuell,105,125000,8
26-03-2016,10500,control,limousine,2012,manuell,116,100000,6
24-03-2016,2900,test,limousine,2003,automatik,102,125000,3
08-04-2016,4400,test,kombi,2004,manuell,170,150000,1
06-04-2016,1250,control,kleinwagen,2001,manuell,50,150000,5
16-04-2016,1250,control,limousine,1998,manuell,99,150000,4
04-04-2016,899,test,kleinwagen,1998,manuell,125,150000,11
21-04-2016,2800,control,limousine,2006,manuell,136,150000,7
29-04-2016,15499,control,limousine,2011,automatik,170,125000,3
27-04-2016,7900,control,bus,2006,automatik,90,150000,9
19-04-2016,3450,test,kleinwagen,2009,manuell,76,150000,7
24-03-2016,1800,test,limousine,2000,manuell,116,150000,5
19-03-2016,11899,test,kombi,2011,manuell,160,125000,7
03-04-2016,3699,test,kleinwagen,2009,manuell,58,100000,11
26-03-2016,2700,test,coupe,2000,manuell,147,150000,10
23-04-2016,500,control,Unknown,2016,manuell,60,5000,10
15-03-2016,2400,control,kombi,2001,manuell,193,150000,6
08-03-2016,1250,control,kleinwagen,2002,manuell,50,150000,9
12-03-2016,5500,control,limousine,2004,automatik,125,125000,10
20-04-2016,12900,control,kombi,2010,manuell,140,125000,1
11-03-2016,11990,test,limousine,2012,manuell,136,70000,3
12-04-2016,1850,test,limousine,1994,manuell,122,150000,8
14-03-2016,2799,test,kombi,2007,automatik,184,150000,10
09-04-2016,1800,test,kleinwagen,2002,manuell,101,150000,2
24-04-2016,750,test,limousine,1993,manuell,116,150000,5
01-03-2016,770,control,kleinwagen,1998,manuell,54,80000,5
21-04-2016,18200,control,coupe,1976,manuell,80,50000,1
18-03-2016,23500,test,kombi,2012,automatik,299,90000,1
05-03-2016,6500,test,andere,2008,manuell,109,150000,11
05-03-2016,1800,test,limousine,1996,automatik,193,150000,3
16-04-2016,16499,test,suv,2007,automatik,385,150000,3
21-04-2016,6480,control,bus,2007,manuell,102,125000,6
26-04-2016,750,test,limousine,1999,automatik,170,150000,11
10-03-2016,4090,control,limousine,2001,manuell,150,150000,5
26-04-2016,14999,test,suv,2011,automatik,156,50000,11
20-04-2016,1090,test,kleinwagen,2000,manuell,55,125000,11
23-04-2016,1300,control,limousine,1994,manuell,71,70000,5
02-04-2016,1199,control,kleinwagen,1999,manuell,101,150000,1
08-04-2016,1450,control,coupe,1997,manuell,90,150000,12
08-04-2016,1800,test,kleinwagen,2001,manuell,75,125000,3
08-04-2016,1699,test,limousine,2005,manuell,54,80000,3
24-04-2016,2700,control,kombi,2002,automatik,101,150000,4
22-04-2016,7950,test,bus,2007,manuell,71,80000,10
29-04-2016,20950,test,cabrio,2005,manuell,239,80000,4
29-03-2016,31000,test,suv,2015,automatik,150,20000,3
18-03-2016,10900,test,cabrio,2009,manuell,120,60000,6
20-04-2016,6990,control,limousine,2007,manuell,129,150000,2
11-04-2016,2950,control,bus,2005,manuell,116,150000,3
25-03-2016,27900,test,bus,2011,automatik,226,100000,8
02-03-2016,1650,test,kombi,1998,manuell,101,150000,7
24-04-2016,650,control,limousine,1995,manuell,75,150000,3
11-04-2016,799,test,coupe,2000,manuell,125,150000,6
30-03-2016,7999,test,kombi,2006,manuell,160,125000,10
01-04-2016,1299,control,limousine,1999,manuell,75,80000,4
10-04-2016,3600,test,kleinwagen,2008,manuell,68,90000,1
27-03-2016,6700,control,limousine,2003,manuell,143,150000,5
02-04-2016,10000,control,limousine,2012,manuell,177,150000,3
02-04-2016,9800,control,limousine,2008,manuell,122,90000,8
06-04-2016,1600,test,bus,2003,manuell,144,150000,10
08-03-2016,3000,test,limousine,2009,manuell,116,125000,7
17-04-2016,6300,test,kombi,2003,manuell,190,150000,6
10-04-2016,3200,test,suv,2009,manuell,82,80000,9
21-04-2016,1600,test,limousine,2002,manuell,170,150000,5
06-04-2016,800,control,limousine,1998,manuell,116,150000,12
05-04-2016,12999,test,suv,2005,automatik,224,150000,10
17-04-2016,13000,control,suv,2009,automatik,224,125000,7
04-04-2016,3300,test,kleinwagen,2002,manuell,105,150000,11
25-03-2016,4090,test,limousine,2005,manuell,82,150000,11
04-04-2016,8900,test,bus,2010,manuell,120,90000,7
16-04-2016,2800,control,limousine,2002,manuell,163,150000,2
04-03-2016,500,control,limousine,1999,manuell,100,150000,12
06-04-2016,17499,control,limousine,2012,manuell,184,40000,4
28-04-2016,3900,test,kombi,2004,automatik,131,150000,9
29-03-2016,2900,test,bus,2005,manuell,135,150000,11
30-03-2016,2790,control,cabrio,1994,manuell,116,150000,11
01-04-2016,750,control,limousine,1998,manuell,190,150000,10
06-04-2016,7000,test,limousine,2008,manuell,122,125000,1
16-03-2016,11000,control,limousine,2009,manuell,147,90000,1
04-04-2016,14500,control,cabrio,1996,automatik,136,150000,11
17-03-2016,4350,control,kleinwagen,2010,Unknown,61,50000,2
22-04-2016,4100,test,bus,2004,manuell,69,125000,5
14-03-2016,650,test,kleinwagen,1994,manuell,45,125000,7
08-03-2016,15500,test,coupe,2006,manuell,306,150000,10
18-03-2016,3000,control,kleinwagen,1996,manuell,59,60000,7
01-04-2016,9000,control,kombi,2007,automatik,232,150000,5
24-04-2016,6950,control,bus,2006,manuell,140,150000,10
12-04-2016,9600,control,kleinwagen,2011,manuell,86,40000,11
16-04-2016,1299,test,kleinwagen,1997,manuell,60,150000,9
24-03-2016,2400,control,limousine,2005,automatik,241,150000,4
21-03-2016,12990,test,suv,2011,automatik,105,40000,10
18-03-2016,1650,control,kombi,2001,manuell,101,125000,9
26-04-2016,800,test,kombi,2001,manuell,163,150000,11
12-04-2016,1999,control,limousine,1993,manuell,150,150000,9
22-04-2016,1000,control,kleinwagen,1994,manuell,45,150000,2
21-04-2016,10900,test,andere,1958,manuell,65,80000,2
15-04-2016,15500,control,bus,2014,automatik,105,20000,5
10-03-2016,14000,control,limousine,2007,automatik,163,150000,3
30-04-2016,23000,control,suv,2011,manuell,163,90000,3
26-03-2016,13500,test,kleinwagen,2011,manuell,122,60000,5
20-03-2016,1499,test,limousine,1994,manuell,75,150000,4
14-03-2016,6099,control,coupe,2009,manuell,110,125000,3
13-03-2016,77850,control,coupe,2005,automatik,519,60000,10
09-03-2016,1600,control,kleinwagen,1990,manuell,107,150000,9
25-04-2016,2950,control,cabrio,2003,manuell,109,150000,2
05-03-2016,11800,test,limousine,2008,manuell,220,125000,11
01-03-2016,16000,test,limousine,2008,automatik,177,90000,1
15-04-2016,3600,test,kombi,2005,manuell,122,150000,7
08-04-2016,4490,control,kombi,2003,manuell,101,150000,7
16-04-2016,27500,test,kombi,2013,automatik,170,40000,7
20-03-2016,11950,control,bus,2011,manuell,140,150000,11
04-04-2016,899,control,kleinwagen,1998,manuell,54,125000,12
18-04-2016,2999,test,limousine,2003,manuell,150,150000,6
27-03-2016,7800,test,coupe,1999,manuell,224,150000,11
17-03-2016,2990,test,kleinwagen,2003,manuell,101,150000,8
01-04-2016,10500,control,kleinwagen,2012,manuell,86,20000,8
24-04-2016,15900,test,cabrio,2008,automatik,170,150000,4
03-03-2016,8999,control,cabrio,2009,manuell,120,90000,8
30-03-2016,5300,test,suv,2006,manuell,140,150000,1
12-04-2016,3700,control,limousine,1981,manuell,70,125000,3
07-03-2016,5000,test,limousine,2007,manuell,90,125000,10
16-03-2016,3350,control,kombi,2006,manuell,131,150000,6
17-04-2016,3900,control,limousine,2005,manuell,105,150000,3
01-04-2016,4900,test,coupe,2007,automatik,71,60000,10
07-03-2016,4299,control,kombi,2006,automatik,184,150000,5
16-04-2016,2690,test,kleinwagen,2006,manuell,60,125000,12
12-04-2016,7990,test,bus,2006,manuell,140,150000,6
21-03-2016,1400,test,kleinwagen,2003,manuell,75,150000,10
27-03-2016,5490,test,limousine,2004,manuell,105,100000,10
27-04-2016,2200,test,andere,2001,manuell,150,150000,10
30-03-2016,6600,control,cabrio,2008,automatik,45,30000,5
03-04-2016,3300,control,coupe,1994,manuell,179,125000,1
26-03-2016,1550,control,kleinwagen,2002,manuell,60,150000,10
15-03-2016,1700,test,bus,2000,manuell,116,150000,10
19-03-2016,8299,control,suv,2005,automatik,313,150000,1
01-03-2016,1200,test,cabrio,1999,manuell,75,150000,3
23-04-2016,24970,control,coupe,1971,automatik,230,50000,7
23-04-2016,6000,test,limousine,2007,manuell,87,150000,7
03-03-2016,78900,test,suv,2015,automatik,211,10000,7
11-04-2016,6499,test,cabrio,2010,automatik,71,70000,12
09-03-2016,7150,test,limousine,2002,manuell,150,150000,3
11-04-2016,5999,control,kleinwagen,1965,Unknown,69,70000,9
17-03-2016,1600,test,limousine,2000,manuell,136,150000,5
01-04-2016,6500,control,kombi,2006,manuell,204,150000,2
26-04-2016,12800,test,bus,2009,automatik,140,150000,4
23-03-2016,9000,control,limousine,2010,manuell,204,150000,7
19-04-2016,169000,control,coupe,1971,manuell,265,100000,4
30-03-2016,1900,test,kombi,2005,manuell,110,150000,10
05-04-2016,14500,test,cabrio,2004,automatik,163,50000,5
27-03-2016,15850,test,limousine,2006,automatik,250,125000,4
18-03-2016,1700,control,kombi,2003,manuell,150,150000,6
02-03-2016,1650,control,limousine,1998,manuell,90,150000,1
28-03-2016,3999,control,limousine,2004,manuell,190,150000,5
15-04-2016,19790,control,kombi,2012,manuell,160,50000,4
29-04-2016,2800,control,limousine,2006,manuell,120,125000,1
07-04-2016,13400,test,limousine,2012,manuell,170,150000,7
27-03-2016,1350,test,bus,1998,manuell,90,150000,5
19-04-2016,2700,test,coupe,2002,manuell,147,150000,8
05-04-2016,1900,control,limousine,1999,manuell,75,150000,8
22-04-2016,550,control,kleinwagen,1996,manuell,45,150000,1
10-03-2016,1750,control,limousine,1998,manuell,101,150000,12
20-04-2016,5350,test,kleinwagen,2009,manuell,99,125000,10
18-04-2016,9999,test,kombi,2010,manuell,140,100000,10
08-03-2016,5800,test,limousine,2005,manuell,150,125000,3
07-04-2016,9900,control,kombi,2011,manuell,125,80000,10
05-03-2016,850,test,limousine,1999,manuell,101,150000,7
26-03-2016,16900,control,kombi,2011,manuell,184,150000,3
04-03-2016,5900,test,kleinwagen,2010,manuell,90,60000,1
24-03-2016,7600,control,limousine,2010,manuell,95,60000,9
18-03-2016,4200,control,kleinwagen,2002,manuell,75,150000,3
23-04-2016,3300,control,kombi,2000,manuell,231,150000,8
27-03-2016,14999,test,kleinwagen,2012,manuell,184,100000,4
08-03-2016,600,test,kleinwagen,2003,automatik,45,150000,1
03-04-2016,14800,test,cabrio,2004,manuell,231,90000,9
03-03-2016,5600,test,kombi,2005,manuell,140,150000,10
05-04-2016,1599,test,kombi,1998,automatik,193,150000,3
06-04-2016,9800,control,limousine,2005,automatik,177,100000,9
18-04-2016,9400,control,coupe,2008,manuell,90,80000,3
18-04-2016,32900,test,coupe,2011,automatik,265,125000,3
12-03-2016,2200,test,coupe,1996,manuell,90,150000,5
25-03-2016,1650,control,kleinwagen,2001,manuell,109,150000,7
12-04-2016,950,control,kleinwagen,1997,manuell,45,20000,3
15-04-2016,999,control,kombi,2002,manuell,101,150000,3
29-04-2016,8900,test,limousine,2006,automatik,218,100000,4
12-03-2016,3100,test,kleinwagen,2005,manuell,60,70000,2
06-04-2016,3300,test,cabrio,2003,manuell,109,125000,3
05-04-2016,4400,test,kleinwagen,2002,manuell,110,150000,8
09-03-2016,16200,control,kombi,2012,manuell,177,150000,6
09-03-2016,3200,control,kleinwagen,2002,Unknown,82,90000,9
29-03-2016,9700,test,limousine,2007,manuell,143,150000,7
08-03-2016,1500,test,kombi,2002,manuell,120,150000,5
03-03-2016,27850,test,kombi,2013,manuell,143,70000,4
04-04-2016,1000,test,kombi,1989,manuell,83,150000,6
12-03-2016,2500,test,limousine,1997,manuell,193,150000,8
30-03-2016,1370,control,bus,2001,manuell,107,150000,11
08-03-2016,2194,control,kombi,2003,manuell,131,150000,7
02-03-2016,3950,control,kombi,2002,manuell,102,150000,7
14-03-2016,5250,test,limousine,2003,automatik,150,150000,6
06-04-2016,1650,control,limousine,2001,manuell,150,150000,9
12-04-2016,1050,test,kleinwagen,2001,manuell,75,150000,11
01-03-2016,999,test,kleinwagen,1999,manuell,60,150000,8
19-03-2016,1450,control,kombi,2002,manuell,140,150000,2
29-04-2016,4350,control,kombi,2007,manuell,105,150000,7
02-03-2016,4150,control,kleinwagen,2009,manuell,68,50000,10
26-03-2016,35750,control,kombi,2014,manuell,204,20000,8
19-04-2016,9990,test,limousine,2009,manuell,122,70000,8
06-04-2016,750,control,limousine,2004,manuell,90,150000,6
10-03-2016,19500,test,limousine,2012,manuell,184,150000,8
27-03-2016,16500,test,suv,2003,automatik,450,150000,9
05-04-2016,500,control,kleinwagen,2000,manuell,135,150000,5
30-03-2016,2990,control,bus,1997,manuell,75,150000,2
02-03-2016,2450,control,kombi,2007,manuell,54,125000,3
07-04-2016,849,control,kombi,1999,manuell,101,150000,5
16-03-2016,64800,test,cabrio,2013,automatik,450,30000,6
24-03-2016,6900,control,bus,2010,manuell,120,150000,7
09-04-2016,16900,test,limousine,2011,automatik,156,80000,6
13-04-2016,1700,control,bus,2003,manuell,125,125000,5
22-04-2016,600,test,kombi,1999,manuell,116,150000,9
20-04-2016,3800,control,kombi,2005,manuell,136,150000,9
25-03-2016,2600,test,limousine,2002,automatik,131,150000,11
01-04-2016,4999,test,coupe,2006,manuell,140,150000,5
12-04-2016,9500,test,kleinwagen,2011,manuell,143,90000,3
07-03-2016,20000,control,limousine,2011,automatik,265,50000,11
20-04-2016,7999,test,limousine,2006,manuell,200,125000,8
01-04-2016,2900,test,kombi,2001,manuell,131,150000,8
21-04-2016,4999,test,limousine,2005,manuell,116,100000,5
09-03-2016,6299,control,kombi,2009,manuell,140,150000,3
12-04-2016,3490,test,limousine,2004,manuell,126,80000,5
03-04-2016,2250,test,kombi,2008,manuell,86,150000,9
21-03-2016,5500,test,limousine,2002,manuell,192,150000,7
07-03-2016,7900,control,limousine,2006,manuell,163,150000,3
24-03-2016,650,test,kombi,2002,manuell,103,150000,1
19-04-2016,6399,test,limousine,2004,manuell,140,150000,1
02-03-2016,1500,test,limousine,1985,manuell,136,150000,11
03-04-2016,22900,control,suv,2007,automatik,306,125000,5
01-03-2016,4100,control,kleinwagen,2010,manuell,69,125000,7
30-03-2016,1000,control,kleinwagen,1998,manuell,60,70000,2
04-03-2016,5800,control,limousine,2007,manuell,140,150000,2
18-03-2016,3690,test,kleinwagen,2004,automatik,75,80000,3
24-03-2016,6700,test,kleinwagen,2012,manuell,95,40000,6
11-04-2016,4000,test,kleinwagen,2009,manuell,75,20000,10
14-04-2016,1100,test,kleinwagen,2005,manuell,58,150000,3
29-03-2016,1450,test,kleinwagen,1998,manuell,58,150000,4
27-04-2016,6850,test,kombi,2005,automatik,150,150000,5
22-04-2016,3300,test,kombi,2007,manuell,109,150000,5
17-04-2016,3500,control,kleinwagen,1991,manuell,90,150000,4
20-04-2016,1200,test,kombi,1999,automatik,125,5000,10
26-04-2016,2000,control,andere,2004,manuell,194,150000,11
09-03-2016,2200,control,bus,2006,manuell,136,150000,7
20-03-2016,800,test,kombi,1997,manuell,102,150000,4
17-04-2016,13990,test,limousine,2013,manuell,105,60000,3
25-04-2016,4899,control,limousine,2007,manuell,170,150000,5
04-04-2016,9800,test,kombi,2010,automatik,150,150000,5
02-03-2016,5300,control,kleinwagen,2004,manuell,116,125000,4
28-03-2016,1799,test,kombi,2001,automatik,170,150000,9
